Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
لا,1,tarab,song,0.81056,0.065787,low,0.969949,high,1131.0,2132.0,نانسي عجرم,اخاصمك اه,فوزى ابراهيم,محمد سعد,42.0,Lebanon,Levantine,Habibi,1.0
لتگلي لاء,1,tarab,song,0.799663,0.845119,high,0.441807,mid,33609.0,1509.0,وليد العسل,تجي,حيدر الاسير,همام حسن,8.0,Iraq,Iraqi,Tarab,2.0
لأ .,1,tarab,song,0.799326,0.059434,low,0.823047,high,15163.0,2183.0,فيروز,شيخ المينا,الأخوين رحباني,الأخوين رحباني,33.0,Lebanon,Levantine,Habibi,2.0
لا .. لا,1,tarab,song,0.798766,0.076677,low,0.78958,high,8908.0,1321.0,عبادي الجوهر,تجى منك,غيوض,عبادي الجوهر,14.0,Saudi Arabia,Gulf,Habibi,3.0
B,1,tarab,song,0.794801,0.14338,low,0.738018,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,38.0,Jordan,Levantine,Tarab,1.0
لا!..,1,tarab,poem,0.794603,0.053971,low,0.526586,mid,40751.0,2894.0,محمود درويش,الرمادي,,,50.0,Palestine,MSA,Tarab,1.0
لا ..,1,tarab,song,0.794162,0.066002,low,0.701722,high,16107.0,1147.0,عبد الكريم عبد القادر,ظماي انت,بدر بن عبد المحسن,عبد الرب ادريس,31.0,Kuwait,Gulf,Habibi,2.0
لا..,1,tarab,song,0.794162,0.066002,low,0.622409,mid,25875.0,3181.0,محمد وردى,هدية,غير معروف,غير معروف,6.0,Sudan,Sudanese,Habibi,1.0
R,1,tarab,song,0.793119,0.122998,low,0.802757,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,178.0,Jordan,Levantine,Tarab,1.0
لا لا,1,tarab,song,0.792588,0.09423,low,0.963032,high,3061.0,781.0,عبد الحليم حافظ,الجواب,مرسي جميل عزيز,كمال الطويل,9.0,Egypt,Egyptian,Habibi,2.0
F,1,tarab,song,0.792116,0.052784,low,0.581728,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,85.0,Jordan,Levantine,Tarab,1.0
L,1,tarab,song,0.792036,0.010063,low,0.782096,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,117.0,Jordan,Levantine,Tarab,1.0
ظ.,1,tarab,poem,0.791573,0.383916,mid,0.392956,mid,40692.0,2894.0,محمود درويش,طوقُ الحمامة الدمشقيّ,,,124.0,Palestine,MSA,Tarab,1.0
N,1,tarab,song,0.789779,0.063106,low,0.821511,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,168.0,Jordan,Levantine,Tarab,1.0
A,1,tarab,song,0.788356,0.036297,low,0.829541,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,8.0,Jordan,Levantine,Tarab,1.0
G,1,tarab,song,0.782878,0.03682,low,0.698714,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,91.0,Jordan,Levantine,Tarab,1.0
D,1,tarab,song,0.782452,0.073247,low,0.744435,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,55.0,Jordan,Levantine,Tarab,1.0
C,1,tarab,song,0.78165,4.5e-05,low,0.752036,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,50.0,Jordan,Levantine,Tarab,1.0
ز.,1,tarab,poem,0.781427,0.41209,mid,0.348721,mid,40692.0,2894.0,محمود درويش,طوقُ الحمامة الدمشقيّ,,,76.0,Palestine,MSA,Tarab,1.0
H,1,tarab,song,0.781381,0.026314,low,0.771123,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,95.0,Jordan,Levantine,Tarab,1.0
مع,1,tarab,song,0.777149,0.005411,low,0.883065,high,30552.0,1029.0,Marwan Pablo - مروان بابلو,Folklor | فولكلور,,,29.0,Egypt,Egyptian,Tarab,1.0
ث.,1,tarab,poem,0.776551,0.285321,low,0.629225,mid,40692.0,2894.0,محمود درويش,طوقُ الحمامة الدمشقيّ,,,20.0,Palestine,MSA,Tarab,1.0
لا...,1,tarab,poem,0.774207,0.059088,low,0.590554,mid,38692.0,3037.0,نزار قباني,قرص الأسبرين,,,25.0,Syria,MSA,Tarab,1.0
بدون,1,tarab,song,0.773685,0.028633,low,0.689197,high,7762.0,837.0,سامي يوسف,بدونك,كونر ريفيس,سامي يوسف,34.0,Egypt,Egyptian,Habibi,1.0
S,1,tarab,song,0.772951,0.246067,low,0.520972,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,188.0,Jordan,Levantine,Tarab,1.0
V,1,tarab,song,0.772349,0.027238,low,0.379312,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,213.0,Jordan,Levantine,Tarab,1.0
K,1,tarab,song,0.771125,0.159078,low,0.753246,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,109.0,Jordan,Levantine,Tarab,1.0
T,1,tarab,song,0.765793,0.036908,low,0.758891,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,204.0,Jordan,Levantine,Tarab,1.0
I,1,tarab,song,0.764621,0.008831,low,0.603243,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,107.0,Jordan,Levantine,Tarab,1.0
لا !,1,tarab,poem,0.760742,0.046745,low,0.741415,high,34576.0,2632.0,سالم أبو جمهور القبيسي,رقص شرقي,,,33.0,Bahrain,MSA,Tarab,2.0
Z,1,tarab,song,0.760324,0.090935,low,0.724972,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,238.0,Jordan,Levantine,Tarab,1.0
- لا,1,tarab,poem,0.759687,0.044044,low,0.88038,high,40606.0,2894.0,محمود درويش,لي مقعد في المسرح المهجور,,,13.0,Palestine,MSA,Tarab,2.0
U,1,tarab,song,0.757785,0.153731,low,0.580877,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,211.0,Jordan,Levantine,Tarab,1.0
ﺍﻟﻘﺪﺭﻩ ..,1,tarab,song,0.757355,0.001423,low,0.688654,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,36.0,Sudan,Sudanese,Habibi,2.0
ﻭﺍﻟﻨﻬﺎﻳﺔ..,1,tarab,song,0.757355,0.093926,low,0.733723,high,4737.0,3181.0,محمد وردى,المستحيل,غير معروف,غير معروف,16.0,Sudan,Sudanese,Habibi,1.0
O,1,tarab,song,0.755539,0.125692,low,0.622581,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,170.0,Jordan,Levantine,Tarab,1.0
X,1,tarab,song,0.754984,0.063819,low,0.666106,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,224.0,Jordan,Levantine,Tarab,1.0
E,1,tarab,song,0.753535,0.019695,low,0.846193,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,73.0,Jordan,Levantine,Tarab,1.0
بس,1,tarab,song,0.751542,0.827879,high,0.619594,mid,30620.0,2065.0,SHBASH | شباش,Folan al folathi,,,18.0,Jordan,Levantine,Tarab,1.0
3.,1,tarab,poem,0.749873,0.011636,low,0.784205,high,40626.0,2894.0,محمود درويش,"خطبة ""الهندي الأحمر"" ماقبل الأخيرة، أمام الرحل الأبيض",,,49.0,Palestine,MSA,Tarab,1.0
حاضر,1,tarab,song,0.749395,0.325292,low,0.139204,low,9812.0,674.0,محمد فؤاد,حاضر,وائل هلال,ياسر عبد الرحمن,1.0,Egypt,Egyptian,Habibi,1.0
صح,1,tarab,song,0.748893,0.644813,mid,0.757801,high,24419.0,2225.0,زياد الرحباني,من الأفضل إنك تحتشمي,غير معروف,غير معروف,21.0,Lebanon,Levantine,Habibi,1.0
بيت,1,tarab,song,0.748881,0.010701,low,0.222788,low,12260.0,2183.0,فيروز,دجاجات الحب,الأخوين رحباني,الأخوين رحباني,28.0,Lebanon,Levantine,Habibi,1.0
لا لا ..,1,tarab,song,0.74859,0.063651,low,0.768867,high,20720.0,1847.0,رباب العراقية,لا تستغرب,مبارك الحديبي,خالد الزايد,1.0,Iraq,Iraqi,Habibi,3.0
س.,1,tarab,poem,0.747081,0.119501,low,0.447972,mid,40692.0,2894.0,محمود درويش,طوقُ الحمامة الدمشقيّ,,,84.0,Palestine,MSA,Tarab,1.0
3,1,tarab,poem,0.745347,0.008497,low,0.948149,high,34454.0,3130.0,عارف الخاجة,حبيبتي دبي,,,33.0,UAE,MSA,Tarab,1.0
],1,tarab,song,0.744897,0.12366,low,0.516298,mid,30270.0,1056.0,El Faouri,3askar | عسكر,,,46.0,Egypt,Egyptian,Tarab,1.0
Q,1,tarab,song,0.744703,0.170491,low,0.45066,mid,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,176.0,Jordan,Levantine,Tarab,1.0
ﺍﻟﻔﻜﺮﻩ ...,1,tarab,song,0.743765,0.098899,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,12.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﺘﻤﺮﻩ ...,1,tarab,song,0.743765,0.016527,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,26.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﻨﺒﺮﻩ ...,1,tarab,song,0.743765,0.011155,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,29.0,Sudan,Sudanese,Habibi,2.0
ﻗﻤﺮﻩ ...,1,tarab,song,0.743765,0.014439,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,18.0,Sudan,Sudanese,Habibi,2.0
ﻋﻴﺶ ...,1,tarab,song,0.743765,0.5819,mid,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,4.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﺨﻀﺮﻩ ...,1,tarab,song,0.743765,0.110764,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,24.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﺴﻤﺮﻩ ...,1,tarab,song,0.743765,0.016406,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,10.0,Sudan,Sudanese,Habibi,2.0
ﺯﻫﺮﺓ ...,1,tarab,song,0.743765,0.497626,mid,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,14.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﻨﻈﺮﻩ ...,1,tarab,song,0.743765,0.002045,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,20.0,Sudan,Sudanese,Habibi,2.0
ﺳﺪﺭﻩ ...,1,tarab,song,0.743765,0.063543,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,16.0,Sudan,Sudanese,Habibi,2.0
ﻭﻓﻄﺮﺓ ...,1,tarab,song,0.743765,0.449445,mid,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,22.0,Sudan,Sudanese,Habibi,2.0
ﺍﻟﺜﻤﺮﻩ ...,1,tarab,song,0.743765,0.061083,low,0.672432,high,7390.0,3190.0,قسمة,بت بلادي,غير معروف,غير معروف,7.0,Sudan,Sudanese,Habibi,2.0
طير,1,tarab,song,0.743511,0.055679,low,0.448021,mid,27927.0,2401.0,صباح فخري,يا راكب الحمرا,فلكلور,فلكلور,2.0,Syria,Levantine,Habibi,1.0
‫ع,1,tarab,song,0.743182,0.859336,high,0.85187,high,30435.0,1024.0,Molotof - مولوتوف,Panadol Extra | بنادول إكسترا,,,49.0,Egypt,Egyptian,Tarab,1.0
M,1,tarab,song,0.742912,0.120322,low,0.721981,high,30701.0,2082.0,Genius Egypt,Egyptian Rappers Guide | دليل الرابرز المصريين,,,127.0,Jordan,Levantine,Tarab,1.0
⋐,1,tarab,song,0.742717,0.129745,low,0.958454,high,13485.0,878.0,حمزة نمرة,زهره,محمود فاروق,حمزة نمرة,18.0,Egypt,Egyptian,Habibi,1.0
نلاگيهم,1,tarab,song,0.742717,0.433161,mid,0.408877,mid,33473.0,1912.0,حسام الرسام,البصرة ديرتكم هيو هيو,حازم جابر,حسام الرسام,25.0,Iraq,Iraqi,Tarab,1.0
ﻭﺗﻘﻴﻒ,1,tarab,song,0.742717,0.46696,mid,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,13.0,Sudan,Sudanese,Habibi,1.0
ﺍﺻﻠﻮ,1,tarab,song,0.742717,0.406169,mid,0.958454,high,7159.0,3182.0,محمد ميرغنى,ﺍﻣﺴﻜﻰ ﻋﻠﻴﻚ ﻋﻴﻮﻧﻚ,غير معروف,غير معروف,36.0,Sudan,Sudanese,Habibi,1.0
ﻮﺭ,1,tarab,song,0.742717,0.796978,high,0.958454,high,2779.0,3229.0,سامي المغربي,البابور جاز,غير معروف,غير معروف,9.0,Sudan,Sudanese,Habibi,1.0
ﻟﻴﻚ,1,tarab,song,0.742717,0.124261,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,27.0,Egypt,Egyptian,Habibi,1.0
ﻣﻜﺎﻧﻮ,1,tarab,song,0.742717,0.021124,low,0.958454,high,3176.0,656.0,محمود عبد العزيز,الحبيب مالو ما جاء,غير معروف,غير معروف,16.0,Egypt,Egyptian,Habibi,1.0
ﺟﻔﺖ,1,tarab,song,0.742717,0.205827,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,20.0,Egypt,Egyptian,Habibi,1.0
ﺍﻟﻤﺘﻨﻘﻼ,1,tarab,song,0.742717,0.063512,low,0.958454,high,8760.0,3212.0,عاصم البنا,ﺑلغ ﺍﻻﻗﻮﺍﻝ,غير معروف,غير معروف,27.0,Sudan,Sudanese,Habibi,1.0
ﻓﻲ,1,tarab,song,0.742717,0.252723,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,17.0,Egypt,Egyptian,Habibi,1.0
ﻣﻠﻴﺢ,1,tarab,song,0.742717,0.45548,mid,0.958454,high,3948.0,3191.0,فرقه عقد الجلاد,الغربة,غير معروف,غير معروف,30.0,Sudan,Sudanese,Habibi,1.0
ÃÃÂ,1,tarab,song,0.742717,0.145372,low,0.652748,mid,121.0,1376.0,جواد العلي,أخيرا,الفارس,عبد الله المناعي,3.0,Saudi Arabia,Gulf,Habibi,1.0
عرڤيم,1,tarab,song,0.742717,0.600072,mid,0.357755,mid,30821.0,1012.0,Shabjdeed,Mish Aflam | مش أفلام,,,22.0,Palestine,Levantine,Tarab,1.0
뤐لوسادي,1,tarab,song,0.742717,0.129745,low,0.958454,high,25704.0,1416.0,ميحد حمد,هات القلم,غير معروف,غير معروف,10.0,UAE,Gulf,Habibi,1.0
اهواچ,1,tarab,song,0.742717,0.272303,low,0.380789,mid,31745.0,1668.0,غيث صباح,تحبيني,مؤمل كاظم وعلي زيدون,مؤمل كاظم,14.0,Iraq,Iraqi,Tarab,1.0
ﺻﺪﺭﻙ,1,tarab,song,0.742717,0.233518,low,0.958454,high,4698.0,656.0,محمود عبد العزيز,المدفع الرزام,غير معروف,غير معروف,2.0,Egypt,Egyptian,Habibi,1.0
محروممنل뤐ذةرقادي,1,tarab,song,0.742717,0.129745,low,0.958454,high,25704.0,1416.0,ميحد حمد,هات القلم,غير معروف,غير معروف,14.0,UAE,Gulf,Habibi,1.0
♥♥♥♥♥,1,tarab,song,0.742717,0.287279,low,0.589319,mid,31911.0,919.0,آمال ماهر,إتقي ربنا فيا,جمال الخولي,محمد محيي,32.0,Egypt,Egyptian,Tarab,1.0
ﻭﺍﺷﺮ,1,tarab,song,0.742717,0.420817,mid,0.958454,high,24316.0,3167.0,نبوية الملاك,ملك الجمال,غير معروف,غير معروف,20.0,Sudan,Sudanese,Habibi,1.0
ﻭﻏﺎﺩﻱ,1,tarab,song,0.742717,0.241334,low,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,20.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﻔﻜﺮ,1,tarab,song,0.742717,0.013052,low,0.958454,high,24316.0,3167.0,نبوية الملاك,ملك الجمال,غير معروف,غير معروف,16.0,Sudan,Sudanese,Habibi,1.0
ﺟﺎﺀ,1,tarab,song,0.742717,0.435789,mid,0.958454,high,3176.0,656.0,محمود عبد العزيز,الحبيب مالو ما جاء,غير معروف,غير معروف,2.0,Egypt,Egyptian,Habibi,1.0
ﺍﻟﺒﺼﺮ,1,tarab,song,0.742717,0.021052,low,0.958454,high,24316.0,3167.0,نبوية الملاك,ملك الجمال,غير معروف,غير معروف,6.0,Sudan,Sudanese,Habibi,1.0
‎ارگب,1,tarab,song,0.742717,0.001204,low,0.219784,low,32374.0,2226.0,زهير البهاوي,روحي,زهير البهاوي,زهير البهاوي,8.0,Morocco,Meghribi,Tarab,1.0
ﺗﺎﻧﻲ,1,tarab,song,0.742717,0.326949,low,0.958454,high,18089.0,656.0,محمود عبد العزيز,غنيت ليك أغاني,غير معروف,غير معروف,2.0,Egypt,Egyptian,Habibi,1.0
ﺣﻠﻞ,1,tarab,song,0.742717,0.252752,low,0.958454,high,27687.0,3213.0,عادل مسلم,يا جميل يا مدلل,غير معروف,غير معروف,3.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﺼﻴﻒ,1,tarab,song,0.742717,0.127652,low,0.958454,high,7159.0,3182.0,محمد ميرغنى,ﺍﻣﺴﻜﻰ ﻋﻠﻴﻚ ﻋﻴﻮﻧﻚ,غير معروف,غير معروف,28.0,Sudan,Sudanese,Habibi,1.0
ﺑﻬﺪﻳﻞ,1,tarab,song,0.742717,0.196791,low,0.958454,high,4698.0,656.0,محمود عبد العزيز,المدفع الرزام,غير معروف,غير معروف,27.0,Egypt,Egyptian,Habibi,1.0
ﺣﺎﻝ,1,tarab,song,0.742717,0.141547,low,0.958454,high,8760.0,3212.0,عاصم البنا,ﺑلغ ﺍﻻﻗﻮﺍﻝ,غير معروف,غير معروف,21.0,Sudan,Sudanese,Habibi,1.0
ﺟﻬﻠﻚ,1,tarab,song,0.742717,0.037502,low,0.958454,high,28487.0,3177.0,مصطفى حمزة,يا قلبي مين ظلمك,غير معروف,غير معروف,7.0,Sudan,Sudanese,Habibi,1.0
ﻣﻨﻚ,1,tarab,song,0.742717,0.012726,low,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,43.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﻘﻄﺎﺭﺍ,1,tarab,song,0.742717,0.040722,low,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,26.0,Sudan,Sudanese,Habibi,1.0
ﻋﻨﻚ,1,tarab,song,0.742717,0.007296,low,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,41.0,Sudan,Sudanese,Habibi,1.0
ﺗﻌﺮﻓﻲ,1,tarab,song,0.742717,0.536318,mid,0.958454,high,3948.0,3191.0,فرقه عقد الجلاد,الغربة,غير معروف,غير معروف,28.0,Sudan,Sudanese,Habibi,1.0
ﺳﻴﺪﺍ,1,tarab,song,0.742717,0.022631,low,0.958454,high,14425.0,656.0,محمود عبد العزيز,سيدا,غير معروف,غير معروف,1.0,Egypt,Egyptian,Habibi,1.0
ﺗﻘﺒﻞ,1,tarab,song,0.742717,0.058663,low,0.958454,high,27687.0,3213.0,عادل مسلم,يا جميل يا مدلل,غير معروف,غير معروف,26.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﻌﻄﺎﺷﺎ,1,tarab,song,0.742717,0.500259,mid,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,17.0,Sudan,Sudanese,Habibi,1.0
ﺗﻴﺠﻲ,1,tarab,song,0.742717,0.406465,mid,0.958454,high,33608.0,2115.0,هيفاء وهبي,تيجي,Ahmed Abdelnaby,Ghareeb,37.0,Lebanon,Levantine,Tarab,1.0
ﻛﻤﺎﻟﻚ,1,tarab,song,0.742717,0.10439,low,0.958454,high,18089.0,656.0,محمود عبد العزيز,غنيت ليك أغاني,غير معروف,غير معروف,10.0,Egypt,Egyptian,Habibi,1.0
ﺣﻼﻝ,1,tarab,song,0.742717,0.108993,low,0.958454,high,8760.0,3212.0,عاصم البنا,ﺑلغ ﺍﻻﻗﻮﺍﻝ,غير معروف,غير معروف,10.0,Sudan,Sudanese,Habibi,1.0
ﺷﺘﻦ,1,tarab,song,0.742717,0.462486,mid,0.958454,high,7159.0,3182.0,محمد ميرغنى,ﺍﻣﺴﻜﻰ ﻋﻠﻴﻚ ﻋﻴﻮﻧﻚ,غير معروف,غير معروف,35.0,Sudan,Sudanese,Habibi,1.0
ﻭﺍﻟﻬﺒﺮﻯ,1,tarab,song,0.742717,0.305823,low,0.958454,high,4698.0,656.0,محمود عبد العزيز,المدفع الرزام,غير معروف,غير معروف,17.0,Egypt,Egyptian,Habibi,1.0
كيليڤ,1,tarab,song,0.742717,0.404134,mid,0.901261,high,30136.0,1012.0,Shabjdeed,Mekway | مكواي,,,19.0,Palestine,Levantine,Tarab,1.0
♡♡♡♡♡,1,tarab,song,0.742717,0.164826,low,0.482191,mid,31911.0,919.0,آمال ماهر,إتقي ربنا فيا,جمال الخولي,محمد محيي,33.0,Egypt,Egyptian,Tarab,1.0
ﺍﻣﺴﻜﻴﻬﻦ,1,tarab,song,0.742717,0.37056,mid,0.958454,high,7159.0,3182.0,محمد ميرغنى,ﺍﻣﺴﻜﻰ ﻋﻠﻴﻚ ﻋﻴﻮﻧﻚ,غير معروف,غير معروف,13.0,Sudan,Sudanese,Habibi,1.0
ﻧﻬﺎﻳﺔ,1,tarab,song,0.742717,0.019884,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,29.0,Egypt,Egyptian,Habibi,1.0
ﻈﻠﻮﻡ,1,tarab,song,0.742717,0.17694,low,0.958454,high,5475.0,3200.0,عثمان حسين,انا المظلوم,غير معروف,غير معروف,1.0,Sudan,Sudanese,Habibi,1.0
ﻣﺮﺍﻓﻲ,1,tarab,song,0.742717,0.065313,low,0.958454,high,1082.0,3173.0,معتز صباحى,احلي ﻋﻴﻮﻥ,غير معروف,غير معروف,20.0,Sudan,Sudanese,Habibi,1.0
ﺷﻮﻕ,1,tarab,song,0.742717,0.192484,low,0.958454,high,29979.0,3180.0,محمود تاور,يمه الشوق,غير معروف,غير معروف,23.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﻜﻨﻴﻨﺔ,1,tarab,song,0.742717,0.148022,low,0.958454,high,4203.0,3197.0,على ابراهيم اللحو,الكنينة,غير معروف,غير معروف,3.0,Sudan,Sudanese,Habibi,1.0
اﷲ,1,tarab,song,0.742717,0.131269,low,0.958454,high,3074.0,970.0,احمد مكي,الحاسه السابعة,غير معروف,غير معروف,31.0,Egypt,Egyptian,Habibi,1.0
ﻋﺪﻳﻞ,1,tarab,song,0.742717,0.24798,low,0.958454,high,7159.0,3182.0,محمد ميرغنى,ﺍﻣﺴﻜﻰ ﻋﻠﻴﻚ ﻋﻴﻮﻧﻚ,غير معروف,غير معروف,12.0,Sudan,Sudanese,Habibi,1.0
بۆ,1,tarab,song,0.742717,0.139408,low,0.334929,mid,31703.0,1687.0,عمار الكوفي,أجه الحب,سيف الفارس و  مازيار فايق,سيف الفارس,4.0,Iraq,Iraqi,Tarab,1.0
ﺧﺮﻳﻒ,1,tarab,song,0.742717,0.237147,low,0.958454,high,25645.0,3176.0,مصطفى سيد احمد,نورا,غير معروف,غير معروف,15.0,Sudan,Sudanese,Habibi,1.0
Yеah,1,tarab,song,0.742717,0.129745,low,0.81469,high,30648.0,1002.0,Wegz - ويجز,Msh Khalsa | مش خالصة,,,32.0,Jordan,Levantine,Tarab,1.0
★,1,tarab,song,0.742717,0.057393,low,0.526026,mid,9004.0,1298.0,عبد المجيد عبد الله,تخيل,بدر بن عبد المحسن,سراج عمر,6.0,Saudi Arabia,Gulf,Habibi,1.0
ﺍﺗﻌﺰﻝ,1,tarab,song,0.742717,0.495197,mid,0.958454,high,27687.0,3213.0,عادل مسلم,يا جميل يا مدلل,غير معروف,غير معروف,30.0,Sudan,Sudanese,Habibi,1.0
линеечки,1,tarab,song,0.742717,0.129745,low,0.87443,high,14191.0,672.0,محمد قنديل,سمــــاح,غير معروف,غير معروف,887.0,Egypt,Egyptian,Habibi,1.0
ﻗﻠﻘﻼ,1,tarab,song,0.742717,0.333645,mid,0.958454,high,8760.0,3212.0,عاصم البنا,ﺑلغ ﺍﻻﻗﻮﺍﻝ,غير معروف,غير معروف,18.0,Sudan,Sudanese,Habibi,1.0
ﻏﻨﺎﻱ,1,tarab,song,0.742717,0.393277,mid,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,14.0,Egypt,Egyptian,Habibi,1.0
ﺍﻟﻄﻠﺔ,1,tarab,song,0.742717,0.007309,low,0.958454,high,14425.0,656.0,محمود عبد العزيز,سيدا,غير معروف,غير معروف,13.0,Egypt,Egyptian,Habibi,1.0
ﺇﻣﺘﺤﺎﻥ,1,tarab,song,0.742717,0.02158,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,9.0,Egypt,Egyptian,Habibi,1.0
ﻋﺮﻓﺘﻬﺎ,1,tarab,song,0.742717,0.028046,low,0.958454,high,9622.0,3197.0,على ابراهيم اللحو,تواه انا,غير معروف,غير معروف,4.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﻤﺴﺘﺤﻴﻞ,1,tarab,song,0.742717,0.00614,low,0.958454,high,4737.0,3181.0,محمد وردى,المستحيل,غير معروف,غير معروف,8.0,Sudan,Sudanese,Habibi,1.0
ﺍﻟﺮﻫﺎﻥ,1,tarab,song,0.742717,0.12995,low,0.958454,high,12730.0,656.0,محمود عبد العزيز,راجع بعد,غير معروف,غير معروف,12.0,Egypt,Egyptian,Habibi,1.0
ﻭﺣﻨﺎﻧﻲ,1,tarab,song,0.742717,0.463264,mid,0.958454,high,18089.0,656.0,محمود عبد العزيز,غنيت ليك أغاني,غير معروف,غير معروف,14.0,Egypt,Egyptian,Habibi,1.0
ابفرگتك,1,tarab,song,0.742717,0.729685,high,0.210147,low,33575.0,1803.0,سلطان العماني,عوفني,قصي عيسى,مصطفى ابراهيم,55.0,Iraq,Iraqi,Tarab,1.0
ﺣﺪﺭﻙ,1,tarab,song,0.742717,0.428793,mid,0.958454,high,4698.0,656.0,محمود عبد العزيز,المدفع الرزام,غير معروف,غير معروف,4.0,Egypt,Egyptian,Habibi,1.0
ﺍﻟﻔﻌﺎﻝ,1,tarab,song,0.742717,0.210369,low,0.958454,high,8760.0,3212.0,عاصم البنا,ﺑلغ ﺍﻻﻗﻮﺍﻝ,غير معروف,غير معروف,46.0,Sudan,Sudanese,Habibi,1.0
