Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
ولم نكن قد راجعنا الدروس الجديدة . .,10,0.000000,low,0.318243,low
عدا طالب واحد فقير . . لا أحد يلتفت إليه . . خصوصا الأغنياء . .,12,0.063657,low,0.355174,mid
ولم يستطع أحد الإجابة على كل الأسئلة . .,8,0.000000,low,0.297307,low
وفى يوم السبت تسلمنا أوراقنا . .,8,0.074329,low,0.437110,mid
وكان هذا التلميذ هو الأول . .,10,0.000000,low,0.736524,high
وكنت أنا الثاني . .,8,0.066612,low,0.770451,high
وتعانقت معه . .,8,0.031137,low,0.429987,mid
وصرنا صديقين حميمين .,10,0.063705,low,0.432502,mid
عصام الدين محمد البتانوني,7,0.127251,low,0.329803,low
الطائف - السعودية,6,0.006016,low,0.915854,high
الصبر,3,0.000000,low,0.485850,mid
في إحدى المزارع . . قفزت ضفدعتان إلى وعاء قشدة . .,7,0.000328,low,0.348170,mid
وقالت إحداهما للأخرى بعد محاولات يائسة : - لا أمل في النجاة . .,12,0.000000,low,0.520536,mid
لا بد من الاستسلام .,9,0.000000,low,0.304733,low
فقالت الضفدعة الأخرى : - لا تيأسي . .,8,0.031405,low,0.630830,mid
ولا تكفي عن المحاولة .,8,0.000000,low,0.553873,mid
قالت الأولى : - عبثا أحاول . .,7,0.000000,low,0.326666,low
فهذه المادة التي وقعنا فيها من الكثافة بحيث يتعذر السباحة فيها . .,10,0.000000,low,0.237653,low
ومن الرقة بحيث لا يمكننا الوقوف للقفز . .,8,0.000000,low,0.299672,low
ويبدو أن الهلاك هو مصيرنا .,10,0.000000,low,0.310686,low
وبعد قليل تركت نفسها تغرق وتموت . .,8,0.025293,low,0.362233,mid
أما الضفدعة الأخرى . . فقد ظلت صابرة . . حتى طلع الصباح . .,10,0.184665,low,0.316537,low
وتحولت القشدة الى زبدة جامدة . .,8,0.214247,low,0.338114,mid
واستطاعت الضفدعة أن تقفز وتنجو بفضل صبرها وشجاعتها .,8,0.031067,low,0.334078,mid
عبد الرحمن محمد موسى حسونة,7,0.000000,low,0.305024,low
وادي الحدادة - الأردن,5,0.108173,low,0.513274,mid
أتمنى أن يتحد العرب وتكون لهم دولة إسلامية واحدة .,10,0.000000,low,0.669443,high
* أن تعود فلسطين إلى أهلها .,11,0.000000,low,0.490552,mid
أن ينتشر الإسلام في كل بقاع العالم .,12,0.000000,low,0.669253,high
* أن يتخلص الإنسان من الطمع . . والظلم . . والحسد .,12,0.000000,low,0.585650,mid
سلطان على عبيد,7,0.006171,low,0.335854,mid
شناص - سلطنة عمان,3,0.013984,low,0.635818,mid
ضحك وضحك,3,0.184381,low,0.396917,mid
فرق السعر,11,0.000495,low,0.775320,high
اصطحب يهودي زوجته وولده الصغير إلى المسرح . .,12,0.000000,low,0.499070,mid
وطبعا جلس في أعلى المسرح حيث أن هذا المكان هو أرخص الأمكنة . .,10,0.032348,low,0.546204,mid
وعندما كان الولد الصغير يطل من أعلى سقط في الصالة . .,10,0.015584,low,0.460023,mid
فصرخ اليهودي في زوجته قائلا : - هل أنت راضية بما حدث ؟ . .,12,0.000000,low,0.410863,mid
الآن سوف يرغموننا على دفع فرق التذكرة . . . !,8,0.004917,low,0.387857,mid
عبد الواحد توفيق علي,7,0.044544,low,0.475036,mid
تعز - اليمن,3,0.000000,low,0.907917,high
الطابع,3,0.000000,low,0.408655,mid
سأل الولد البائع : - هل لديك طابع بريد فئة 50 فلسا ؟,12,0.001876,low,0.624353,mid
- نعم .,1,0.000000,low,0.586548,mid
- كم ثمنه ؟ !,5,0.008612,low,0.496650,mid
الرامي إبراهيم,7,0.008678,low,0.531151,mid
أكادير - المغرب,12,0.000000,low,0.898196,high
احتياطي !,5,0.026356,low,0.612597,mid
لاحظ رجل المرور أن رجلا يقود سيارته ويدور بها حول المستشفى دون أن يخرج من الشارع . .,10,0.000000,low,0.371708,mid
فاستوقفه . . وسأله عن السبب,8,0.011332,low,0.619322,mid
فقال : - إنني أقود السيارة لأول مرة في حياتي .,10,0.007664,low,0.176021,low
- ولماذا تدور حول المستشفى ؟,7,0.005908,low,0.339576,mid
- من باب الحيطة .,4,0.005126,low,0.766591,high
فلو اصطدمت بسيارة أخرى . . وأصبت لا سمح الله . . أكون قريبا من المستشفى !,12,0.008299,low,0.322669,low
خميس محمد علي,7,0.002064,low,0.947554,high
المصنعة - سلطنة عمان,5,0.000000,low,0.845025,high
المعسكر,12,0.000429,low,0.575598,mid
قضى الطالب أسبوعين في معسكر صيفي . .,7,0.048491,low,0.462439,mid
ولما عاد إلى منزله . . دخلت أمه حجرته . .,8,0.008318,low,0.393542,mid
فرأت أمامه عدة خطابات,8,0.023114,low,0.181103,low
فسألته : - ماذا تقرأ ؟,15,0.000000,low,0.559807,mid
- خطاباتك . .,6,0.009179,low,0.427704,mid
- خطاباتي ؟,5,0.099248,low,0.383999,mid
- نعم . .,1,0.000460,low,0.599966,mid
فقد كنت مشغولا في المعسكر فلم أستطع قراءتها . . . !,10,0.018362,low,0.360791,mid
أحمد مصطفى,7,0.000000,low,0.921890,high
بورتسودان - السودان,3,0.024760,low,0.847233,high
الوظيفة,5,0.000000,low,0.750288,high
تقدم شاب للوظيفة المعلن عنها . .,6,0.002245,low,0.407021,mid
وقال له المدير : - أريد شخصا اعتاد أن يتحمل المسئولية .,8,0.000000,low,0.361944,mid
فرد عليه الشاب بسرعة : - أنا يا سيدي . .,9,0.014948,low,0.575500,mid
ففي وظيفتي السابقة . . كلما وقع خطأ . . كانوا يحملونني المسئولية !,13,0.004513,low,0.467577,mid
ياسر علي رجب,7,0.034974,low,0.462678,mid
الإسكندرية - مصر,7,0.007120,low,0.933729,high
هذه الفقرة فازت,6,0.007035,low,0.409024,mid
بميدالية ماجد الذهبية,6,0.018457,low,0.839179,high
استفهام,5,0.001708,low,0.344509,mid
دخل الرجل إلى دكان الساعاتي . .,7,0.020890,low,0.328902,low
وقال له : - عندك ساعة 17 حجر مضمونة ؟,12,0.067418,low,0.500477,mid
- نعم . .,1,0.000460,low,0.599966,mid
طلبك موجود . .,11,0.016446,low,0.412924,mid
- إذن كم الساعة الآن . . . !,7,0.013256,low,0.342427,mid
محمد السيد عبد الكريم,3,0.000000,low,0.853562,high
دقادوس - مصر,2,0.294800,low,0.202800,low
لماذا أشبعت صاحب البيت ضربا بعد أن سرقت كل ما عنده . . . ؟ !,8,0.002729,low,0.492370,mid
لأكسب رزقي من عرق جبيني !,10,0.289319,low,0.508548,mid
فكرة عبد الله محمد عبد الله - السعودية,6,0.007227,low,0.785533,high
أين تقع الهند ؟,5,0.000839,low,0.462198,mid
ليست بعيدة . . لأن تلميذا هنديا يأتي كل يوم بدراجته إلى المدرسة !,10,0.003120,low,0.255718,low
هل تم تركيب الزرار الذي وقع من القميص . . . ؟ !,10,0.043773,low,0.569409,mid
لم أجد الزرار فأغلقت العروة ! ! !,8,0.014894,low,0.260236,low
فكرة سامر محمود سعد - بورسعيد - مصر,4,0.009302,low,0.862556,high
خريطة !,2,0.003858,low,0.656058,mid
"شعر رجل بألم في بطنه ,",9,0.000070,low,0.463156,mid
وعندما ذهب إلى الطبيب للكشف عليه وجده قد رسم خريطة على بطنه,10,0.001299,low,0.300165,low
فسأله : - أين مكان الألم ؟,8,0.000000,low,0.739337,high
أجابه الرجل : من المحيط إلى الخليج !,12,0.000000,low,0.569690,mid
محمود إدريس الحبر,3,0.000000,low,0.652946,mid
الصفاة - الكويت,3,0.006927,low,0.318603,low
أنا . . وابني,7,0.133809,low,0.668335,high
"ذهب ثري كبير إلى أحد الفنادق , وطلب حجرة له ,",7,0.061124,low,0.460127,mid
"فدهش صاحب الفندق وقال للثري : - إن ابنك عندما ينزل عندنا , يحجز جناحا كاملا ,",10,0.092990,low,0.372226,mid
"فهز الثري رأسه قائلا : - إن لابني أبا من أصحاب الملايين ,",11,0.030894,low,0.383983,mid
أما أنا فليس لي أب مثل أبيه .,10,0.000395,low,0.251186,low
أحمد العدل هلال,3,0.000000,low,0.571013,mid
أسوان - مصر,2,0.034120,low,0.910452,high
نفس السبب,3,0.008043,low,0.772069,high
"شاهد العجوز أثناء سيره في الطريق العام , طفلا جالسا أمام باب منزله يبكي بحرقة , فوقف يسأله عن سبب بكائه .",11,0.000000,low,0.328200,low
"قال الطفل : * - لأني لا أستطيع أن أفعل مثل الشبان , أجري وألعب الكرة .",10,0.061184,low,0.534310,mid
فجلس العجوز بجانبه واشترك معه في البكاء .,9,0.000000,low,0.307820,low
سعود أحمد البدري,7,0.028123,low,0.749813,high
الساعة,3,0.014011,low,0.935847,high
اشترى رجل ساعة جديدة . .,7,0.000000,low,0.722760,high
وكانت هذه هي المرة الأولى التي يحمل فيها ساعة . .,10,0.000000,low,0.580368,mid
وأوصاه البائع أن يملأها كل 24 ساعة . .,12,0.054837,low,0.389040,mid
وفى اليوم التالي عاد الرجل . .,8,0.009220,low,0.494559,mid
وقال للبائع : - لقد قلت لي املأ الساعة كل 24 ساعة . .,12,0.009148,low,0.549371,mid
ولم تقل لي بماذا أملأها . . . !,8,0.023766,low,0.421842,mid
نرمين عبد الصبور عفيفي,7,0.063383,low,0.258442,low
القاهرة - مصر,7,0.001497,low,0.954793,high
حكاية باسمة,3,0.080348,low,0.340614,mid
الفأر العجيب,3,0.020482,low,0.652170,mid
كان ( جحا ) يشتكي من شدة فقره . .,10,0.089565,low,0.488541,mid
وجلس يفكر في طريقه يخرج بها من هذا الفقر . . ويعيش في بحبوحة من العيش . .,9,0.016982,low,0.365932,mid
وأخيرا هداه عقله إلى فكرة . .,12,0.000000,low,0.460125,mid
فنادى زوجته وقال لها : - أريدك أن تطهى لنا اليوم لحما وعدسا . . وأصنافا عديدة .,10,0.009481,low,0.500222,mid
فقالت الزوجة : - من أين كل هذا . .,8,0.000000,low,0.726788,high
وليس عندنا شيء من المال ؟ !,10,0.003701,low,0.247112,low
قال جحا : - اقترضي من الجيران . .,7,0.175364,low,0.509048,mid
فهم كرماء . . ولن يرفضوا لك طلبا .,8,0.005191,low,0.372982,mid
ذهبت الزوجة إلى الجيران . .,7,0.000000,low,0.290118,low
بينما ذهب ( جحا ) إلى حديقة المنزل . . واستطاع أن يصطاد فأرين . .,7,0.002021,low,0.341908,mid
ربط أحدهما في زاوية البيت . .,6,0.000000,low,0.422890,mid
"والآخر وضعه في قفص ,",8,0.050245,low,0.266495,low
ثم أخذه وخرج إلى المقهى . .,8,0.009309,low,0.292458,low
وجلس يشرب الشاي . .,8,0.688799,high,0.423071,mid
ومن حوله عدد كبير من رواد المقهى . .,12,0.001429,low,0.373053,mid
وفجأة قال ( جحا ) لهم : - أريد أن أدعوكم جميعا اليوم إلى الغداء .,8,0.015412,low,0.406882,mid
تعجب الجميع . .,6,0.025214,low,0.273401,low
ثم رأوا جحا يخرج الفأر من القفص ويقول له : - اذهب إلى زوجتي في البيت . .,10,0.033981,low,0.414737,mid
وقل لها أن تعد طعام الغداء للضيوف . . وتطهي لنا لحما وعدسا .,8,0.088762,low,0.397682,mid
وأطلق ( جحا ) الفأر . . ففر هاربا . .,8,0.015504,low,0.406425,mid
فحسبوا أن ذلك حقيقة . .,10,0.000000,low,0.212908,low
وعندما أتى موعد الغداء . . ذهبوا جميعا إلى بيت جحا . .,8,0.016394,low,0.420763,mid
ولم يصدقوا أعينهم . .,8,0.000000,low,0.431050,mid
فقد رأوا اللحم والعدس جاهزا . .,10,0.008418,low,0.274290,low
وفكر أحدهم في شراء هذا الفأر العجيب . .,8,0.036464,low,0.500380,mid
فطلب جحا ألف دينار ثمنا للفأر . .,8,0.162380,low,0.624042,mid
وتمت الصفقة .,8,0.027916,low,0.321086,low
وفي اليوم التالي جلس صاحب الفأر الجديد في المقهى ومعه الفأر في قفص . .,8,0.016160,low,0.589329,mid
وقال لمن حوله : - أنتم جميعا مدعوون للغداء عندي اليوم .,14,0.000000,low,0.286331,low
"ثم قال مخاطبا الفأر : - اذهب إلى زوجتي وقل لها أن تعد الغداء للضيوف , وتطهي لنا خروفا كاملا .",11,0.022651,low,0.266011,low
وأطلق الفأر من قفصه . .,8,0.023886,low,0.450689,mid
ففر هاربا . .,8,0.000000,low,0.251678,low
ولما جاء موعد الغداء . .,8,0.006892,low,0.569939,mid
أخذ أصحابه إلى البيت . .,7,0.000000,low,0.524946,mid
